		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	Hum		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	2nd	ET 	Samp	Tx 	Recept	Int.
08/06/16	21:50	4.3	4.4	4.3	73	-0.1	1.8	SW	1.07	4.5	SSW	2.8	4.1	2.6	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	5.4	77	1.7	5.2	---	0.00	234	1	100.0	10
08/06/16	22:00	4.3	4.4	4.3	73	-0.1	1.8	SSW	1.07	5.4	SE	2.8	4.0	2.5	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	5.4	77	1.7	5.2	---	0.03	232	1	100.0	10
08/06/16	22:10	4.3	4.3	4.3	73	-0.1	2.2	SW	1.34	6.3	SSE	2.3	4.0	2.0	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	5.4	77	1.7	5.2	---	0.00	232	1	100.0	10
08/06/16	22:20	4.3	4.3	4.3	73	-0.1	2.2	SW	1.34	5.8	SSE	2.3	4.1	2.1	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	5.3	77	1.6	5.1	---	0.00	233	1	100.0	10
08/06/16	22:30	4.3	4.3	4.3	73	-0.1	1.8	SW	1.07	4.9	SSE	2.8	4.1	2.6	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.097	0.000	5.2	77	1.5	5.0	---	0.00	234	1	100.0	10
08/06/16	22:40	4.3	4.3	4.3	73	-0.1	1.8	SW	1.07	5.4	S	2.8	4.0	2.5	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	5.1	77	1.4	4.9	---	0.00	233	1	100.0	10
08/06/16	22:50	4.3	4.3	4.3	73	-0.1	2.2	SW	1.34	4.5	SE	2.3	4.0	2.0	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	5.1	77	1.4	4.9	---	0.00	234	1	100.0	10
08/06/16	23:00	4.2	4.3	4.2	73	-0.2	1.8	SW	1.07	4.0	SSE	2.6	3.9	2.3	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.098	0.000	5.1	77	1.4	4.8	---	0.03	233	1	100.0	10
08/06/16	23:10	4.1	4.2	4.1	74	-0.2	1.8	S	1.07	4.5	SSE	2.5	3.8	2.2	---	769.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.099	0.000	5.0	77	1.3	4.8	---	0.00	233	1	100.0	10
08/06/16	23:20	3.9	4.1	3.9	74	-0.3	1.8	SSW	1.07	4.9	S	2.4	3.7	2.2	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	4.9	77	1.2	4.7	---	0.00	235	1	100.0	10
08/06/16	23:30	3.9	3.9	3.9	74	-0.3	1.8	SW	1.07	4.5	S	2.3	3.7	2.1	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	4.8	78	1.3	4.6	---	0.00	231	1	100.0	10
08/06/16	23:40	3.8	3.9	3.7	74	-0.4	1.8	SW	1.07	5.4	SW	2.2	3.6	1.9	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	4.7	78	1.2	4.5	---	0.00	233	1	100.0	10
08/06/16	23:50	3.8	3.8	3.7	74	-0.4	1.8	SW	1.07	5.8	S	2.2	3.6	1.9	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	4.7	78	1.2	4.5	---	0.00	234	1	100.0	10
09/06/16	00:00	3.7	3.8	3.7	74	-0.5	2.2	SW	1.34	4.5	SSW	1.6	3.5	1.4	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.101	0.000	4.7	78	1.2	4.4	---	0.03	233	1	100.0	10
09/06/16	0:10	3.7	3.7	3.7	75	-0.4	1.8	SW	1.07	4.0	SSE	2.1	3.4	1.8	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	4.6	78	1.0	4.3	---	0.00	233	1	100.0	10
09/06/16	0:20	3.6	3.7	3.6	75	-0.5	1.8	SSW	1.07	6.7	SE	1.9	3.3	1.7	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.5	78	1.0	4.3	---	0.00	233	1	100.0	10
09/06/16	0:30	3.6	3.6	3.5	75	-0.5	2.2	SW	1.34	6.3	S	1.4	3.3	1.2	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.5	78	1.0	4.3	---	0.00	234	1	100.0	10
09/06/16	0:40	3.6	3.6	3.6	75	-0.4	2.2	SSW	1.34	5.4	W	1.5	3.4	1.3	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.102	0.000	4.4	79	1.1	4.2	---	0.00	235	1	100.0	10
09/06/16	0:50	3.5	3.6	3.5	75	-0.5	1.8	SW	1.07	4.9	SSE	1.9	3.3	1.7	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.3	79	1.0	4.2	---	0.00	233	1	100.0	10
09/06/16	1:00	3.5	3.6	3.4	75	-0.5	1.8	SW	1.07	4.9	SSW	1.9	3.3	1.7	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.3	79	1.0	4.2	---	0.03	234	1	100.0	10
09/06/16	1:10	3.4	3.6	3.4	75	-0.6	1.3	SW	0.80	4.5	SSW	2.4	3.2	2.2	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.3	79	1.0	4.1	---	0.00	234	1	100.0	10
09/06/16	1:20	3.5	3.6	3.4	75	-0.5	2.2	SW	1.34	5.8	SSW	1.4	3.3	1.2	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.3	79	1.0	4.1	---	0.00	233	1	100.0	10
09/06/16	1:30	3.4	3.5	3.4	75	-0.6	2.2	SSW	1.34	5.4	SSW	1.3	3.2	1.1	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.2	79	0.8	4.0	---	0.00	234	1	100.0	10
09/06/16	1:40	3.4	3.4	3.4	74	-0.8	2.2	SSW	1.34	5.8	SE	1.3	3.2	1.1	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.2	79	0.8	4.0	---	0.00	232	1	100.0	10
09/06/16	1:50	3.4	3.4	3.4	73	-0.9	2.2	SSW	1.34	6.3	SSW	1.3	3.2	1.1	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.1	79	0.8	3.9	---	0.00	234	1	100.0	10
09/06/16	2:00	3.4	3.4	3.4	73	-0.9	2.2	SW	1.34	5.4	S	1.3	3.2	1.1	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.103	0.000	4.1	79	0.8	3.9	---	0.03	233	1	100.0	10
09/06/16	2:10	3.3	3.4	3.3	74	-0.9	2.2	SW	1.34	5.8	SW	1.2	3.1	0.9	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.104	0.000	4.0	79	0.7	3.8	---	0.00	234	1	100.0	10
09/06/16	2:20	3.2	3.3	3.2	74	-1.0	1.8	SE	1.07	7.6	SE	1.6	3.0	1.3	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	4.0	79	0.7	3.8	---	0.00	234	1	100.0	10
09/06/16	2:30	3.2	3.2	3.2	73	-1.2	1.8	SSW	1.07	5.8	SSW	1.6	2.9	1.3	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	3.9	79	0.6	3.8	---	0.00	234	1	100.0	10
09/06/16	2:40	3.3	3.3	3.2	72	-1.3	1.3	S	0.80	3.6	SW	2.2	3.0	1.9	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.105	0.000	3.8	79	0.5	3.7	---	0.00	232	1	100.0	10
09/06/16	2:50	3.1	3.3	3.1	73	-1.3	1.3	S	0.80	3.6	SSW	2.1	2.8	1.8	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	3.8	79	0.5	3.7	---	0.00	235	1	100.0	10
09/06/16	3:00	2.9	3.1	2.9	73	-1.4	1.3	S	0.80	4.9	SE	1.8	2.7	1.6	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	3.8	79	0.5	3.6	---	0.03	233	1	100.0	10
09/06/16	3:10	3.1	3.1	2.9	72	-1.5	1.8	SSE	1.07	4.5	SSW	1.3	2.8	1.1	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	3.7	79	0.4	3.6	---	0.00	234	1	100.0	10
09/06/16	3:20	3.0	3.1	3.0	72	-1.6	1.3	SE	0.80	4.9	SSE	1.9	2.7	1.6	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	3.7	80	0.6	3.6	---	0.00	232	1	100.0	10
09/06/16	3:30	2.8	3.0	2.8	73	-1.5	0.9	S	0.54	3.1	SE	2.6	2.6	2.3	---	768.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.6	80	0.5	3.4	---	0.00	234	1	100.0	10
09/06/16	3:40	2.9	2.9	2.8	72	-1.6	1.8	SW	1.07	4.0	SSE	1.2	2.7	0.9	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	3.6	80	0.4	3.4	---	0.00	209	1	91.7	10
09/06/16	3:50	2.9	2.9	2.9	72	-1.7	1.3	S	0.80	4.0	S	1.8	2.6	1.5	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	3.6	80	0.4	3.4	---	0.00	234	1	100.0	10
09/06/16	4:00	2.8	2.9	2.8	72	-1.7	1.8	SW	1.07	4.5	SSE	1.1	2.6	0.8	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.4	80	0.3	3.3	---	0.03	235	1	100.0	10
09/06/16	4:10	2.8	2.8	2.8	72	-1.8	1.3	SSW	0.80	4.5	SE	1.7	2.5	1.4	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.4	80	0.3	3.3	---	0.00	234	1	100.0	10
09/06/16	4:20	2.8	2.8	2.8	72	-1.8	0.9	SE	0.54	3.1	SSE	2.5	2.5	2.2	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.4	80	0.3	3.2	---	0.00	233	1	100.0	10
09/06/16	4:30	2.8	2.8	2.7	72	-1.7	1.3	SSE	0.80	4.0	SE	1.7	2.6	1.4	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.4	80	0.3	3.2	---	0.00	234	1	100.0	10
09/06/16	4:40	2.8	2.9	2.8	72	-1.7	1.3	S	0.80	5.4	SE	1.7	2.6	1.4	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.3	80	0.2	3.1	---	0.00	232	1	100.0	10
09/06/16	4:50	2.9	2.9	2.8	72	-1.7	1.3	SW	0.80	4.9	SSE	1.8	2.6	1.5	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	3.3	80	0.2	3.1	---	0.00	234	1	100.0	10
09/06/16	5:00	2.9	2.9	2.8	72	-1.7	1.3	S	0.80	4.0	SSE	1.8	2.6	1.5	---	768.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	3.2	80	0.1	3.1	---	0.03	234	1	100.0	10
09/06/16	5:10	2.9	2.9	2.9	71	-1.9	1.3	S	0.80	4.0	SSE	1.8	2.6	1.4	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.107	0.000	3.2	80	0.1	3.1	---	0.00	234	1	100.0	10
09/06/16	5:20	2.8	2.9	2.8	72	-1.8	1.8	SW	1.07	4.9	SSE	1.1	2.5	0.8	---	768.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.108	0.000	3.2	80	0.1	3.1	---	0.00	234	1	100.0	10
09/06/16	5:30	2.5	2.8	2.5	73	-1.9	0.9	SW	0.54	3.6	S	2.2	2.2	1.9	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.110	0.000	3.2	80	0.0	3.0	---	0.00	234	1	100.0	10
09/06/16	5:40	2.3	2.5	2.3	74	-1.8	1.3	SW	0.80	4.0	SSE	1.2	2.1	0.9	---	768.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	3.1	80	-0.1	2.9	---	0.00	233	1	100.0	10
09/06/16	5:50	2.3	2.3	2.3	74	-1.9	1.3	SW	0.80	3.6	SSW	1.1	2.1	0.9	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.111	0.000	3.0	80	-0.1	2.8	---	0.00	234	1	100.0	10
09/06/16	6:00	2.2	2.3	2.2	74	-1.9	0.9	SSW	0.54	2.7	WSW	1.9	2.0	1.7	---	769.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.112	0.000	3.0	80	-0.1	2.8	---	0.03	234	1	100.0	10
09/06/16	6:10	2.1	2.2	2.1	75	-1.9	0.9	SW	0.54	3.1	ESE	1.7	1.8	1.4	---	769.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.113	0.000	2.9	81	-0.1	2.7	---	0.00	233	1	100.0	10
09/06/16	6:20	1.9	2.1	1.9	75	-2.0	0.9	SW	0.54	3.1	SSW	1.6	1.7	1.3	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.114	0.000	2.8	81	-0.1	2.7	---	0.00	234	1	100.0	10
09/06/16	6:30	1.8	1.9	1.8	76	-2.0	0.9	SW	0.54	3.1	SE	1.4	1.6	1.2	---	768.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	2.7	81	-0.2	2.6	---	0.00	234	1	100.0	10
09/06/16	6:40	1.7	1.8	1.7	76	-2.1	0.4	SW	0.27	3.1	S	1.7	1.5	1.5	---	769.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	2.7	81	-0.3	2.5	---	0.00	232	1	100.0	10
09/06/16	6:50	1.7	1.7	1.7	77	-1.9	0.9	SSW	0.54	2.2	SW	1.3	1.5	1.1	---	769.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	2.6	81	-0.3	2.4	---	0.00	234	1	100.0	10
09/06/16	7:00	1.7	1.7	1.7	77	-1.9	0.9	SSW	0.54	3.1	SSW	1.3	1.5	1.1	---	769.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	2.5	81	-0.4	2.3	---	0.03	208	1	91.2	10
09/06/16	7:10	1.7	1.7	1.7	77	-1.9	0.9	S	0.54	3.1	SE	1.3	1.5	1.1	---	769.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	2.5	81	-0.4	2.3	---	0.00	234	1	100.0	10
09/06/16	7:20	1.7	1.7	1.7	77	-1.9	1.3	SW	0.80	3.6	SW	0.4	1.4	0.2	---	769.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.116	0.000	2.5	81	-0.4	2.3	---	0.00	232	1	100.0	10
09/06/16	7:30	1.7	1.7	1.7	77	-1.9	1.3	SSW	0.80	4.0	SSE	0.4	1.4	0.2	---	769.5	0.00	0.0	4	0.06	7	0.0	0.00	0.0	0.116	0.000	2.4	81	-0.5	2.3	---	0.00	235	1	100.0	10
09/06/16	7:40	1.8	1.8	1.7	77	-1.8	1.8	SW	1.07	3.6	SSE	-0.1	1.6	-0.3	---	769.6	0.00	0.0	10	0.14	12	0.0	0.00	0.0	0.115	0.000	2.4	81	-0.5	2.3	---	0.00	233	1	100.0	10
09/06/16	7:50	1.8	1.8	1.7	78	-1.6	1.8	SW	1.07	4.0	WSW	-0.1	1.7	-0.2	---	769.7	0.00	0.0	17	0.24	25	0.0	0.00	0.0	0.115	0.000	2.4	82	-0.3	2.3	---	0.00	234	1	100.0	10
09/06/16	8:00	2.1	2.1	1.8	77	-1.6	2.2	SW	1.34	4.5	SSW	-0.3	1.8	-0.6	---	769.8	0.00	0.0	37	0.53	49	0.0	0.00	0.0	0.113	0.000	2.4	82	-0.3	2.3	---	0.03	234	1	100.0	10
09/06/16	8:10	2.3	2.3	2.1	77	-1.3	1.8	SW	1.07	4.0	SSW	0.4	2.1	0.2	---	769.8	0.00	0.0	64	0.92	77	0.0	0.00	0.0	0.111	0.000	2.4	82	-0.3	2.3	---	0.00	233	1	100.0	10
09/06/16	8:20	2.5	2.5	2.3	77	-1.1	1.8	SW	1.07	4.9	SSW	0.7	2.3	0.5	---	769.8	0.00	0.0	95	1.36	111	0.0	0.00	0.0	0.110	0.000	2.4	82	-0.3	2.3	---	0.00	234	1	100.0	10
09/06/16	8:30	2.9	2.9	2.5	76	-0.9	1.8	SW	1.07	5.4	WSW	1.2	2.7	0.9	---	769.8	0.00	0.0	131	1.88	149	0.0	0.00	0.0	0.107	0.000	2.5	82	-0.3	2.3	---	0.00	234	1	100.0	10
09/06/16	8:40	3.4	3.4	2.9	75	-0.6	0.9	SW	0.54	3.6	SW	3.2	3.2	3.0	---	770.0	0.00	0.0	173	2.48	199	0.0	0.00	0.0	0.103	0.000	2.6	82	-0.2	2.4	---	0.00	234	1	100.0	10
09/06/16	8:50	4.0	4.0	3.4	76	0.1	0.9	SSE	0.54	3.6	SSE	3.8	3.8	3.6	---	770.1	0.00	0.0	213	3.05	246	0.0	0.00	0.0	0.100	0.000	2.7	83	0.1	2.6	---	0.00	234	1	100.0	10
09/06/16	9:00	4.5	4.5	4.0	70	-0.5	0.9	S	0.54	3.1	SSW	4.4	4.2	4.1	---	770.1	0.00	0.0	236	3.38	276	0.0	0.00	0.0	0.096	0.000	2.8	83	0.2	2.7	---	0.08	234	1	100.0	10
09/06/16	9:10	4.8	4.8	4.5	68	-0.6	1.3	SE	0.80	4.0	SSW	4.0	4.5	3.7	---	770.1	0.00	0.0	264	3.78	294	0.0	0.00	0.0	0.094	0.000	2.9	84	0.5	2.8	---	0.00	234	1	100.0	10
09/06/16	9:20	5.2	5.2	4.8	68	-0.3	1.3	SSE	0.80	3.6	SE	4.3	4.8	4.0	---	770.1	0.00	0.0	297	4.26	316	0.3	0.02	0.5	0.091	0.000	3.1	84	0.6	2.9	---	0.00	234	1	100.0	10
09/06/16	9:30	5.7	5.7	5.2	66	-0.2	1.8	S	1.07	4.9	ESE	4.3	5.3	3.9	---	770.3	0.00	0.0	330	4.73	341	0.6	0.04	0.7	0.088	0.000	3.2	84	0.8	3.1	---	0.00	234	1	100.0	10
09/06/16	9:40	6.1	6.1	5.7	64	-0.2	1.3	SSE	0.80	4.5	S	5.4	5.7	5.0	---	770.2	0.00	0.0	355	5.09	369	0.7	0.05	0.8	0.085	0.000	3.4	84	1.0	3.3	---	0.00	232	1	100.0	10
09/06/16	9:50	6.2	6.2	6.1	63	-0.4	2.2	SE	1.34	5.4	SSE	4.5	5.8	4.1	---	770.2	0.00	0.0	383	5.49	396	0.9	0.06	1.0	0.084	0.000	3.7	83	1.1	3.6	---	0.00	234	1	100.0	10
09/06/16	10:00	6.4	6.4	6.2	63	-0.1	1.8	SE	1.07	5.4	S	5.2	6.0	4.8	---	770.3	0.00	0.0	407	5.83	417	1.1	0.08	1.1	0.083	0.000	4.3	81	1.3	4.1	---	0.15	234	1	100.0	10
09/06/16	10:10	6.9	6.9	6.4	60	-0.3	0.9	WSW	0.54	4.9	ESE	6.9	6.4	6.4	---	770.4	0.00	0.0	429	6.15	441	1.2	0.09	1.3	0.079	0.000	4.9	80	1.7	4.7	---	0.00	233	1	100.0	10
09/06/16	10:20	7.1	7.1	6.8	60	-0.2	1.3	SSE	0.80	4.5	SW	6.5	6.6	6.1	---	770.4	0.00	0.0	451	6.47	461	1.4	0.10	1.4	0.078	0.000	5.4	80	2.3	5.3	---	0.00	233	1	100.0	10
09/06/16	10:30	7.4	7.4	7.1	57	-0.5	1.3	S	0.80	4.5	S	6.9	6.9	6.4	---	770.4	0.00	0.0	471	6.75	480	1.5	0.11	1.6	0.076	0.000	5.9	80	2.8	5.8	---	0.00	232	1	100.0	10
09/06/16	10:40	7.8	7.8	7.4	56	-0.4	1.3	SSW	0.80	4.9	SE	7.4	7.3	6.8	---	770.4	0.00	0.0	489	7.01	497	1.7	0.12	1.8	0.073	0.000	6.4	80	3.2	6.3	---	0.00	233	1	100.0	10
09/06/16	10:50	8.1	8.1	7.8	55	-0.5	0.9	SE	0.54	3.1	SSW	8.1	7.5	7.5	---	770.4	0.00	0.0	507	7.27	515	1.8	0.13	1.9	0.071	0.000	6.8	79	3.4	6.7	---	0.00	235	1	100.0	10
09/06/16	11:00	8.3	8.3	8.1	54	-0.4	1.3	S	0.80	3.6	SE	7.9	7.8	7.4	---	770.5	0.00	0.0	525	7.53	533	2.0	0.14	2.0	0.069	0.000	7.2	79	3.8	7.1	---	0.23	234	1	100.0	10
09/06/16	11:10	8.6	8.6	8.3	48	-1.8	1.3	ESE	0.80	4.0	SE	8.2	7.9	7.5	---	770.6	0.00	0.0	538	7.71	545	2.1	0.15	2.2	0.068	0.000	7.6	78	4.0	7.4	---	0.00	233	1	100.0	10
09/06/16	11:20	8.4	8.6	8.4	47	-2.2	2.2	SE	1.34	5.8	SSE	7.2	7.7	6.4	---	770.5	0.00	0.0	550	7.88	555	2.3	0.16	2.3	0.069	0.000	7.9	75	3.8	7.7	---	0.00	234	1	100.0	10
09/06/16	11:30	8.7	8.7	8.4	47	-2.0	1.8	SE	1.07	4.9	SE	7.8	7.9	7.1	---	770.8	0.00	0.0	562	8.06	566	2.4	0.17	2.4	0.067	0.000	8.2	74	3.8	7.9	---	0.00	234	1	100.0	10
09/06/16	11:40	8.7	8.7	8.6	47	-2.0	1.8	SSE	1.07	8.5	SE	7.9	8.0	7.2	---	770.5	0.00	0.0	571	8.19	577	2.5	0.18	2.5	0.067	0.000	8.3	73	3.8	8.1	---	0.00	234	1	100.0	10
09/06/16	11:50	8.8	8.8	8.7	46	-2.2	2.2	ESE	1.34	5.8	WSW	7.6	8.1	6.9	---	770.5	0.00	0.0	580	8.31	584	2.6	0.19	2.6	0.066	0.000	8.6	72	3.8	8.4	---	0.00	234	1	100.0	10
09/06/16	12:00	9.1	9.1	8.8	47	-1.7	2.2	SSW	1.34	5.8	ESE	7.9	8.3	7.2	---	770.5	0.00	0.0	583	8.36	589	2.6	0.19	2.7	0.064	0.000	8.8	71	3.8	8.5	---	0.28	235	1	100.0	10
09/06/16	12:10	9.4	9.4	9.1	50	-0.5	1.8	SE	1.07	5.4	ESE	8.7	8.8	8.1	---	770.4	0.00	0.0	589	8.44	591	2.7	0.19	2.7	0.062	0.000	9.0	68	3.4	8.7	---	0.00	232	1	100.0	10
09/06/16	12:20	9.7	9.7	9.4	49	-0.5	2.2	SE	1.34	6.7	SE	8.6	9.0	7.9	---	770.5	0.00	0.0	590	8.46	591	2.7	0.19	2.8	0.060	0.000	9.3	65	3.1	9.0	---	0.00	234	1	100.0	10
09/06/16	12:30	9.8	9.9	9.7	50	-0.1	2.7	ESE	1.61	6.7	SE	8.5	9.2	7.8	---	770.4	0.00	0.0	590	8.46	592	2.8	0.20	2.8	0.059	0.000	9.5	65	3.2	9.2	---	0.00	234	1	100.0	10
09/06/16	12:40	10.1	10.1	9.8	49	-0.2	2.7	SE	1.61	6.7	SSE	8.8	9.4	8.1	---	770.1	0.00	0.0	590	8.46	594	2.8	0.20	2.8	0.057	0.000	9.7	66	3.6	9.3	---	0.00	233	1	100.0	10
09/06/16	12:50	10.2	10.3	10.1	48	-0.3	3.1	SE	1.88	8.5	ESE	8.7	9.5	8.0	---	770.1	0.00	0.0	589	8.44	591	2.8	0.20	2.8	0.056	0.000	9.7	67	3.9	9.4	---	0.00	234	1	100.0	10
09/06/16	13:00	10.3	10.3	10.1	49	0.1	3.1	ESE	1.88	6.3	E	8.8	9.6	8.1	---	770.0	0.00	0.0	583	8.36	587	2.7	0.19	2.7	0.056	0.000	9.9	67	4.0	9.6	---	0.33	234	1	100.0	10
09/06/16	13:10	10.7	10.7	10.4	48	0.1	1.8	S	1.07	6.3	ESE	10.2	9.9	9.4	---	769.9	0.00	0.0	580	8.31	584	2.7	0.19	2.7	0.053	0.000	10.1	68	4.4	9.8	---	0.00	235	1	100.0	10
09/06/16	13:20	10.9	10.9	10.7	49	0.6	1.8	SE	1.07	5.8	SE	10.4	10.1	9.6	---	769.7	0.00	0.0	573	8.21	577	2.6	0.19	2.6	0.051	0.000	10.2	67	4.4	9.9	---	0.00	233	1	100.0	10
09/06/16	13:30	10.8	11.0	10.8	48	0.2	2.7	SE	1.61	5.8	SE	9.7	10.0	8.9	---	769.7	0.00	0.0	564	8.09	568	2.5	0.18	2.6	0.052	0.000	10.3	67	4.5	10.0	---	0.00	233	1	100.0	10
09/06/16	13:40	11.1	11.1	10.8	50	1.0	2.2	SE	1.34	4.9	ESE	10.3	10.2	9.4	---	769.5	0.00	0.0	558	8.00	566	2.4	0.17	2.5	0.051	0.000	10.6	67	4.7	10.2	---	0.00	210	1	92.1	10
09/06/16	13:50	11.3	11.4	11.1	47	0.4	2.2	ESE	1.34	4.9	SE	10.6	10.4	9.6	---	769.4	0.00	0.0	533	7.64	555	2.3	0.16	2.4	0.049	0.000	11.0	66	4.9	10.6	---	0.00	233	1	100.0	10
09/06/16	14:00	11.3	11.3	11.3	48	0.7	2.2	SE	1.34	5.4	SSE	10.5	10.4	9.6	---	769.3	0.00	0.0	528	7.57	538	2.2	0.16	2.2	0.049	0.000	11.0	66	4.9	10.6	---	0.30	233	1	100.0	10
09/06/16	14:10	11.5	11.5	11.3	47	0.6	1.8	SSE	1.07	4.0	SSE	11.1	10.6	10.2	---	769.2	0.00	0.0	511	7.33	520	2.0	0.14	2.1	0.047	0.000	11.0	67	5.1	10.6	---	0.00	234	1	100.0	10
09/06/16	14:20	11.4	11.5	11.4	49	1.0	2.2	ESE	1.34	4.9	ESE	10.7	10.5	9.8	---	769.1	0.00	0.0	493	7.07	503	1.9	0.14	2.0	0.048	0.000	11.0	67	5.1	10.6	---	0.00	235	1	100.0	10
09/06/16	14:30	11.7	11.8	11.4	47	0.8	1.3	SE	0.80	4.5	SSE	11.7	10.8	10.8	---	769.1	0.00	0.0	475	6.81	482	1.7	0.12	1.8	0.046	0.000	11.1	67	5.2	10.7	---	0.00	234	1	100.0	10
09/06/16	14:40	11.7	11.7	11.7	48	1.0	1.8	SE	1.07	5.8	ESE	11.3	10.7	10.3	---	769.2	0.00	0.0	455	6.52	464	1.6	0.11	1.6	0.046	0.000	11.1	67	5.2	10.7	---	0.00	231	1	100.0	10
09/06/16	14:50	11.6	11.7	11.6	48	1.0	1.8	ESE	1.07	3.6	SSE	11.2	10.7	10.3	---	769.2	0.00	0.0	435	6.24	445	1.4	0.10	1.5	0.047	0.000	11.1	67	5.2	10.7	---	0.00	234	1	100.0	10
09/06/16	15:00	11.6	11.7	11.4	50	1.5	1.8	SE	1.07	4.0	SE	11.2	10.7	10.3	---	769.1	0.00	0.0	412	5.91	422	1.3	0.09	1.3	0.047	0.000	11.1	66	4.9	10.7	---	0.25	233	1	100.0	10
